Site Name,Country/Region,Receiver,Antenna,Radome,Satellite_System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data_Center,IERS DOMES,Clock,Agencies,Last_Data
MKEA00USA,US,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,19.80135661,-155.4563453,3754.7,-5464105.317,-2495165.842,2148291.476,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,JPL,40477M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,8
MOBJ00RUS,Russian Federation,JPS LEGACY,JPSREGANT_SD_E1,NONE,GPS+GLO,55.11488196,36.5697129,182.6079,2936424.674,2178374.012,5208858.385,ROBOT,IGS,RDAAC,12365M002,INTERNAL,RDAAC,
MOBK00RUS,Russian Federation,JPS EGGDT,JPSREGANT_SD_E1,NONE,GPS+GLO,55.11488196,36.5697129,182.6079,2936424.674,2178374.012,5208858.385,ROBOT,IGS,JPL,12365M002,INTERNAL,Jet Propulsion Laboratory,
MOBN00RUS,Russian Federation,ASHTECH UZ-12,ASH701945C_M,SCIS,GPS,55.11488056,36.56951944,182.634,2936432.14,2178364.5,5208858.18,ROBOT,IGS,JPL,12365M001,INTERNAL,RDAAC,
MOBS00AUS,AU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-37.82940278,144.9753417,40.6,-4130636.754,2894953.14,-3890530.236,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,GA,50182M001,INTERNAL,Geoscience Australia,2
MOIU00KEN,KE,JAVAD TRE_3 DELTA,ASH701945E_M,NONE,GPS+GLO+GAL+BDS,0.288320389,35.29001022,2201.5321,5207811.37,3685972.949,31891.7647,ROBOT,IGS / IGS Multi-GNSS,JPL,33204M001,INTERNAL,Jet Propulsion Laboratory,
MONP00USA,United States,TPS NET-G3A,ASH701945B_M,SCIS,GPS,32.89,-116.42,1842.55,-2386247.3,-4802359.2,3444902.34,COPIED,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS,Scripps Orbit and Permanent Array Center,40497M004,INTERNAL,Scripps Orbit and Permanent Array Center,17
MORP00GBR,United Kingdom,TRIMBLE NETR8,AOAD/M_T,NONE,GPS,55.21278889,-1.685497222,144.5,3645667.9,-107277.3,5215053.5,ROBOT,IGS08 / IGS,BKG,13299S001,INTERNAL,Newcastle University,2
MQZG00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-43.70273611,172.654705,154.68,-4580569.543,590465.441,-4384380.166,ROBOT,IGS08 / IGS14 / IGS08 Core / IGS20 / IGS14 Core / IGS / RTS / IGS Multi-GNSS,CDDIS,50214M001,INTERNAL,GNS Science,2
MRC100USA,United States of America,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,38.49909965,282.6293504,27.2003,1092811.82,-4877221.971,3948968.109,ROBOT,IGS / IGS Multi-GNSS,CDDIS,49654M002,EXTERNAL H-MASER,U.S. Naval Research Laboratory,2
MRL100NZL,NZ,NOV OEM6,TPSCR.G5,TPSH,GPS,-41.57619444,173.7407528,147.2,-4749991.001,520984.518,-4210604.147,ROBOT,IGS,CDDIS,50254S001,EXTERNAL CESIUM /RCVR 1,National Geospatial-Intelligence Agency,3
MRL200NZL,NZ,NOV OEM6,TPSCR.G5,TPSH,GPS,-41.57619444,173.7407528,147.2,-4749991.001,520984.518,-4210604.147,ROBOT,IGS,CDDIS,50254S001,EXTERNAL CESIUM /RCVR 2,National Geospatial-Intelligence Agency,3
MRO100AUS,AU,TRIMBLE NETR9,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-26.69663333,116.6374944,354.1,-2556630.038,5097138.277,-2848384.781,ROBOT,IGS20 / IGS Multi-GNSS / IGS / RTS,GA,59913M001,INTERNAL,Geoscience Australia,2
MSSA00JPN,JP,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.14035278,138.3523083,1626.576,-3854396.726,3427835.992,3741739.523,ROBOT,IGS / IGS Multi-GNSS / RTS,JAXA,21796M001,EXTERNAL H-MASER,Japan Aerospace Exploration Agency,2
MTKA00JPN,JP,TRIMBLE NETR9,ASH701073.1,SNOW,GPS+GLO,35.67951389,139.5613861,109,-3947762.75,3364399.879,3699428.511,ROBOT,IGS08 / IGS,CDDIS,21741S002,INTERNAL,Electronic Navigation Research Institute,2
MTV100URY,UY,NOV OEM6,TPSCR.G5,TPSH,GPS,-34.91359167,-56.1763,40.7,2914536.977,-4349790.287,-3630033.464,ROBOT,IGS,CDDIS,42323S001,EXTERNAL CESIUM / RCVR1,National Geospatial-Intelligence Agency,3
MTV200URY,UY,NOV OEM6,TPSCR.G5,TPSH,GPS,-34.91359167,-56.1763,40.7,2914536.977,-4349790.287,-3630033.464,ROBOT,IGS,CDDIS,42323S001,EXTERNAL CESIUM / RCVR2,National Geospatial-Intelligence Agency,3
NABG00NOR,NO,TRIMBLE NETR9,TRM59900.00,SCIS,GPS+GLO+GAL+BDS,78.94309444,11.85731389,42.9,1201009.37,252158.016,6238022.126,ROBOT,IGS / IGS Multi-GNSS / RTS,BKG,10338M008,EXTERNAL H-MASER,Norwegian Mapping Authority,2
NAIN00CAN,CA,ASHTECH UZ-12,ASH701945D_M,NONE,GPS,56.53696389,-61.68871667,33.48,1671837.36,-3103474.6,5297671.08,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS,CDDIS,40164M001,INTERNAL,NRCan+ Geodetic Survey Division,
NANO00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,49.2948,-124.0865,6,-2335726.73,-3451608.329,4812009.971,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS,PGC,40138M001,INTERNAL CLOCK STEERING,Geological Survey of Canada,2
NAUR00NRU,NR,SEPT POLARX4TR,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS,-0.551838889,166.92555,46.3,-6212555.173,1442786.623,-61006.7968,ROBOT,IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,GA,50701M001,INTERNAL,Geoscience Australia,
NAUS00BRA,BR,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+SBAS,-3.022919444,-60.05501389,93.8,3179409.3,-5519130.6,-334110.1,ROBOT,IGS / RTS / IGS Multi-GNSS,https://www.ibge.gov.br/,41614M002,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
NCKU00TWN,TW,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,22.99665833,120.2225833,98.217,-2956913.107,5075881.93,2476417.112,ROBOT,IGS / IGS Multi-GNSS,JAXA,23606M001,INTERNAL,Japan Aerospace Exploration Agency,2
NICO00CYP,CY,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,35.14098056,33.39643333,191.7,4359417.88,2874117.01,3650778.27,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,14302M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
NIST00USA,US,SEPT POLARX5TR,NOV750.R4,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,39.99506667,-105.2626056,1648.353,-1288398.567,-4721696.932,4078625.35,ROBOT,IGS14 / IGS20 / IGS,JPL,49507M002,EXTERNAL H-MASER,National Institute of Standards and Technology,2
NIUM00NIU,NU,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-19.07656667,-169.9270667,90.1,-5937159.667,-1054675.725,-2071390.581,ROBOT,IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,GA,50210M001,INTERNAL,Geoscience Australia,2
NKLG00GAB,GA,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+IRNSS+SBAS,0.353907711,9.672126269,31.496,6287385.733,1071574.676,39132.0395,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,IGN,32809M002,INTERNAL,Centre National d'Etudes Spatiales,2
NLIB00USA,United States,SEPT POLARX5TR,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,41.77159167,-91.57489167,207.0648,-130934.4493,-4762291.739,4226854.664,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,40465M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
NNOR00AUS,AU,SEPT POLARX5TR,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-31.04873889,116.1927139,234.984,-2414151.326,4907778.436,-3270645.333,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,CDDIS,50181M001,EXTERNAL SLAVED CRYSTAL,ESA/ESOC,2
NOT100ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,36.87610833,14.98980833,126.2,4934528.669,1321262.251,3806479.508,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS,ASI,12717M004,EXTERNAL H-MASER,Agenzia Spaziale Italiana,2
NOVM00RUS,Russian Federation,JPS LEGACY,JPSREGANT_SD_E1,NONE,GPS+GLO,55.0305,82.90948889,149.98,452261.2,3635877.47,5203453.26,ROBOT,IGS20 / IGS,CDDIS,12367M002,EXTERNAL H-MASER,Institute of Metrology for Time and Space,4
NRC100CAN,CA,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,45.4542,-75.6238,82.5,1112777.33,-4341475.83,4522955.78,ROBOT,IGS08 / IGS14 / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,40114M001,EXTERNAL H-MASER,Natural Resources Canada,2
NRIL00RUS,Russian Federation,ASHTECH UZ-12,ASH701945B_M,SCIT,GPS,69.36183333,88.35977778,47.8937,64537.2912,2253782.854,5946363.481,FIELD,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS,,12364M001,INTERNAL,RDAAC,
NRMD00NCL,NC,TRIMBLE NETR9,TRM57971.00,TZGD,GPS+GLO+GAL+BDS+QZSS,-22.22833056,166.4848833,160.384,-5743537.658,1380504.26,-2397897.027,ROBOT,IGS14 / IGS20 / IGS14 Core / IGS / RTS / IGS Multi-GNSS,IGN,92701M005,,DEPARTMENT of LAND,3
NTUS00SGP,SG,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,1.3458,103.6799,79,-1508022,6195580,148800,ROBOT,IGS20 / IGS / RTS / IGS Multi-GNSS,BKG,22601M001,INTERNAL,Delft University of Technology,2
NVSK00RUS,RU,TRIMBLE R9S,TRM57971.00,NONE,GPS+GLO,54.8406,83.2355,123.6429,433604.1534,3655557.747,5191288.038,ROBOT,IGS08 / IGS,BKG,12319M001,INTERNAL,Trofimuk Institute of Petroleum Geology,3
NYA100NOR,NO,TRIMBLE NETR9,ASH701073.1,SNOW,GPS+GLO+GAL+BDS+QZSS,78.92955278,11.86529444,83.7,1202434,252632,6237772,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS / IGS Multi-GNSS,BKG,10317M003,INTERNAL,Norwegian Mapping Authority,2
NYA200NOR,NO,SEPT POLARX5,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,78.93033333,11.85863889,81.5,1202379.31,252474.6543,6237786.542,ROBOT,IGS Multi-GNSS / IGS / RTS,CDDIS,10317M008,INTERNAL,GeoForschungsZentrum,2
NYAL00NOR,NO,TRIMBLE NETR9,AOAD/M_B,DOME,GPS+GLO+GAL+BDS+QZSS,78.92958056,11.86509444,79,1202431,252627,6237768,,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS,BKG,10317M001,INTERNAL,Norwegian Mapping Authority,2
OAFA00ARG,AR,TRIMBLE NETR9,ASH700936C_M,NONE,GPS+GLO+GAL+BDS,-31.50868333,-68.62326667,727.3,1984093.3,-5068867.9,-3314488,ROBOT,IGS / RTS / IGS Multi-GNSS,RAMSAC,41508M001,INTERNAL,IGN-Argentina,2
OAK100GBR,United Kingdom,NOV OEM6,TPSCR.G5,TPSH,GPS,51.11761111,-0.905125,139.6,4011440.89,-63375.739,4941877.084,ROBOT,IGS,CDDIS,13235S002,EXTERNAL CESIUM / RCVR 1,National Geospatial-Intelligence Agency,3
OAK200GBR,United Kingdom,NOV OEM6,TPSCR.G5,TPSH,GPS,51.11761111,-0.905125,139.6,4011440.89,-63375.739,4941877.084,ROBOT,IGS,CDDIS,13235S002,EXTERNAL CESIUM / RCVR 2,National Geospatial-Intelligence Agency,3
OBE400DEU,DE,SEPT ASTERX4,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,48.08480556,11.27785556,650.5,4186704.43,834903.583,4723664.857,ROBOT,IGS Multi-GNSS / RTS / IGS,CDDIS,14208M007,INTERNAL,GeoForschungsZentrum,2
OHI200ATA,AQ,JAVAD TRE_G3TH DELTA,LEIAR25.R4,LEIT,GPS+GLO+GAL+SBAS,-63.3211,-57.9013,33.1,1525811.8,-2432479.1,-5676166,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS,BKG,66008M005,EXTERNAL H-MASER,Bundesamt fuer Kartographie und Geodaesie,2
OHI300ATA,AQ,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,-63.32109472,-57.90138528,32.15,1525808.9,-2432478.5,-5676166,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,66008M006,EXTERNAL H-MASER,Bundesamt fuer Kartographie und Geodaesie,2
ONS100SWE,SE,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,57.39533056,11.92453611,44.4,3370667.198,711818.723,5349787.879,ROBOT,IGS14 Core / IGS Multi-GNSS / IGS / RTS,BKG,10402M007,EXTERNAL H-MASER,Lantmateriet the Swedish mapping authority,2
ONSA00SWE,SE,SEPT POLARX5TR,AOAD/M_B,OSOD,GPS+GLO+GAL+BDS+SBAS,57.39529722,11.92551389,45.5,3370658.832,711876.939,5349786.745,,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,10402M004,EXTERNAL H-MASER,Lantmateriet the Swedish mapping authority,2
OP7100FRA,FR,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,48.83590586,2.334974917,124.553,4202779.735,171370.766,4778660.65,ROBOT,IGS / IGS Multi-GNSS,IGN,10001S007,EXTERNAL UTC(OP),LNE-SYRTE Observatoire de Paris,3
OPMT00FRA,FR,ASHTECH Z-XII3T,3S-02-TSADM,NONE,GPS,48.83588056,2.334883333,124.2,4202777.383,171367.9881,4778660.184,CONVERTED,IGS,IGN,10001S006,EXTERNAL UTC(OP),LNE-SYRTE Observatoire de Paris,3
ORID00MKD,MK,LEICA GR30,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+SBAS,41.12731111,20.79404722,773,4498451.81,1708266.83,4173591.78,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,15601M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
OSN300KOR,KR,NOV OEM6,TPSCR.G5,TPSH,GPS,37.08269167,127.0336083,64.4,-3068340.81,4066863.981,3824757.006,ROBOT,IGS,CDDIS,23904S002,EXTERNAL CESIUM /RCVR1,National Geospatial-Intelligence Agency,3
OSN400KOR,KR,NOV OEM6,TPSCR.G5,TPSH,GPS,37.08269167,127.0336083,64.4,-3068340.81,4066863.981,3824757.006,ROBOT,IGS,CDDIS,23904S002,EXTERNAL CESIUM /RCVR2,National Geospatial-Intelligence Agency,3
OUS200NZL,NZ,SEPT POLARX5,SEPCHOKE_B3E6,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,-45.869475,170.5109333,26.1,-4387890.837,733420.3903,-4555176.371,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,CDDIS,50212M002,INTERNAL,GeoForschungsZentrum,2
OWMG00NZL,NZ,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-44.02429523,-176.3688031,21.603,-4584394.106,-290931.9957,-4410048.023,ROBOT,IGS / IGS Multi-GNSS / RTS,IGN,50253M004,INTERNAL,Centre National d'Etudes Spatiales,2
P04300USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS,43.88114722,-104.1857028,1490.9329,-1128701.594,-4465270.585,4399615.968,ROBOT,IGS20 / RTS / IGS / IGS Multi-GNSS,CDDIS,49226M001,INTERNAL,UNAVCO,2
P05100USA,US,SEPT POLARX5,TRM59800.00,SCIT,GPS+GLO+GAL+BDS+QZSS,45.8066,-108.5461444,1081.0981,-1416838.916,-4223178.976,4551064.102,ROBOT,RTS / IGS / IGS Multi-GNSS,CDDIS,49243M001,INTERNAL,UNAVCO,2
P05300USA,US,SEPT POLARX5,TRM59800.99,SCIT,GPS+GLO+GAL+BDS+QZSS,48.72608056,-107.7254194,814.9878,-1283559.101,-4015770.324,4771131.632,ROBOT,RTS / IGS / IGS Multi-GNSS,CDDIS,49255M001,INTERNAL,UNAVCO,2
P38900USA,US,SEPT POLARX5,TRM59800.80,SCIT,GPS+GLO+GAL+BDS+QZSS,43.81198889,-120.6033444,1397.891,-2347407.362,-3968720.253,4394008.509,COPIED,RTS / IGS / IGS Multi-GNSS,CDDIS,44501M001,INTERNAL,UNAVCO,2
P77900USA,US,SEPT POLARX5,TRM59800.00,SCIT,GPS+GLO+GAL+BDS+SBAS,35.20193889,-82.87247222,880.087,647472.8123,-5177938.985,3656703.608,ROBOT,RTS / IGS / IGS Multi-GNSS,CDDIS,44512M001,INTERNAL,UNAVCO,2
P80200USA,US,SEPT POLARX5,TRM59800.80,SCIT,GPS+GLO+GAL+BDS+QZSS,46.55756389,-100.6234167,573.1,-810033.1477,-4318611.413,4608498.893,COPIED,RTS / IGS / IGS Multi-GNSS,CDDIS,49299M001,INTERNAL,UNAVCO,2
PADO00ITA,IT,STONEX SC2200,STXSA1500,STXG,GPS+GLO+GAL+BDS+IRNSS+SBAS,45.41115,11.89605556,64.7,4388882.41,924567.03,4519588.45,ROBOT,IGS / IGS Multi-GNSS / RTS,BKG,12750S001,INTERNAL,University of Padova Dept of Geosciences,2
PALM00ATA,AQ,SEPT POLARX5,ASH700936D_M,SCIS,GPS+GLO+GAL+BDS+QZSS,-64.77508981,-64.05112181,31.2394,1192671.992,-2450887.706,-5747096.184,ROBOT,IGS08 / IGS08 Core / IGS20 / IGS / RTS / IGS Multi-GNSS,JPL,66005M002,INTERNAL,Jet Propulsion Laboratory,2
PARC00CHL,CL,TRIMBLE ALLOY,TRM57971.00,NONE,GPS+GLO+GAL+BDS,-53.137,-70.8799,22.3,1255992.5,-3622975.2,-5079719.2,ROBOT,IGS08 / IGS08 Core / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,SIO,41716S001,INTERNAL,National Seismological Center of the U. of Chile,32
PARK00AUS,AU,SEPT POLARX5TR,LEIAR25,NONE,GPS+GLO+GAL+BDS+QZSS,-32.99876111,148.2646139,397.4,-4554255.23,2816652.456,-3454059.715,ROBOT,IGS / IGS Multi-GNSS / RTS,GA,50108M001,EXTERNAL H-MASER,Geoscience Australia,2
PBR400IND,IN,TRIMBLE ALLOY,LEIAR25,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,11.63744167,92.71243056,-14.6,-295668.617,6240862.906,1278143.336,ROBOT,IGS / IGS Multi-GNSS,,22308M003,EXTERNAL CS-5071A,ISTRAC,2
PDEL00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL,37.74774722,-25.66276667,110.8,4551596.139,-2186893.415,3883410.679,ROBOT,IGS08 / IGS14 / IGS08 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,BKG,31906M004,INTERNAL,Direção-Geral do Território,2
PENC00HUN,HU,LEICA GRX1200GGPRO,LEIAT504GG,LEIS,GPS+GLO,47.7896,19.28152222,291.7,4052449.8,1417680.8,4701406.9,ROBOT,IGS20 / IGS / RTS,BKG,11206M006,INTERNAL,FÖMI Satellite Geodetic Observatory,2
PERT00AUS,AU,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS,-31.80195833,115.8852556,12.7,-2368688.036,4881316.696,-3341794.974,ROBOT,IGS08 / IGS14 / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,GA,50133M001,INTERNAL,Geoscience Australia,2
PETS00RUS,Russian Federation,JAVAD TRE_G3TH DELTA,ASH701933B_M,SCIS,GPS+GLO,53.0233,158.6501361,102.2,-3580828.5,1399698.1,5072185.2,,IGS20 / IGS,CDDIS,12355M003,INTERNAL,RDAAC,
PGEN00PHL,PH,LEICA GR50,LEIAR25,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,6.0649117,125.1316614,121.086,-3650007.45,5187339.681,669409.364,ROBOT,IGS / IGS Multi-GNSS,IGN,22013M001,INTERNAL,Nat'l Mapping and Resource Info. Authority,2
PICL00CAN,CA,SEPT POLARX5,TWIVC6150,NONE,GPS+GLO+GAL,51.47980833,-90.161975,315.1,-11253.04,-3980586.68,4967210.25,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,40155M001,INTERNAL,Natural Resources Canada,2
PIE100USA,United States of America,JAVAD TRE_3 DELTA,ASH701945E_M,NONE,GPS+GLO+GAL+BDS,34.30150581,-108.1189274,2347.7109,-1640916.928,-5014781.187,3575447.077,ROBOT,IGS08 / IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,JPL,40456M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
PIMO00PHL,PH,JAVAD TRE_G3TH DELTA,ASH701945C_M,NONE,GPS+GLO+BDS+QZSS,14.63571944,121.0777306,95.532,-3186293.8,5286624.28,1601158.31,ROBOT,IGS08 / IGS08 Core / IGS20 / IGS / IGS Multi-GNSS / RTS,JPL,22003M001,INTERNAL,Jet Propulsion Laboratory,2
PIN100USA,US,TPS NET-G3A,ASH701945B_M,SCIS,GPS,33.61,-116.46,1256.17,-2369510.78,-4761206.89,3511396.27,COPIED,IGS,Scripps Orbit and Permanent Array Center,40407M003,INTERNAL,Scripps Orbit and Permanent Array Center,2
PNGM00PNG,PG,TRIMBLE NETR9,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,-2.043222222,147.366,116.3,-5367943.2,3437431.2,-225886,ROBOT,IGS20 / IGS Multi-GNSS / IGS / RTS,GA,51006M001,INTERNAL,Geoscience Australia,16
POAL00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-30.07404167,-51.11976389,76.75,3467519.4,-4300378.53,-3177517.73,ROBOT,IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,41616M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
POHN00FSM,Micronesia+ Federated States of,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,6.959944444,158.2101167,90.7,-5879158.741,2350291.76,767748.1911,ROBOT,IGS14 / IGS20 / IGS14 Core / IGS / IGS Multi-GNSS / RTS,GA,51601M001,INTERNAL,Geoscience Australia,2
POL200KGZ,KG,JAVAD TRE_3 DELTA,TPSCR.G3,NONE,GPS+GLO+GAL+BDS+QZSS,42.6798,74.6943,1714.2,1239971.451,4530790.088,4302578.795,ROBOT,IGS08 / IGS14 / IGS08 Core / IGS14 Core / IGS20 / IGS / IGS Multi-GNSS,JPL,12348M001,INTERNAL,Jet Propulsion Laboratory,2
POLV00UKR,UA,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS,49.60261389,34.54292778,178.1,3411557.338,2348463.835,4834396.643,ROBOT,IGS08 / IGS14 / IGS08 Core / IGS20 / IGS / IGS Multi-GNSS,BKG,12336M001,INTERNAL,Main Astronomical Observatory of Ukraine,2
POTS00DEU,DE,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,52.37929722,13.06609167,144.4,3800689.634,882077.3857,5028791.318,ROBOT,IGS08 / IGS14 / IGS20 / IGS / IGS Multi-GNSS / RTS,CDDIS,14106M003,INTERNAL,GeoForschungsZentrum,2
POVE00BRA,BR,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS,-8.709336583,-63.89631978,119.6,2774265.608,-5662060.141,-959415.8531,ROBOT,IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,41628M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
PPPC00PHL,PH,LEICA GR50,LEIAR25,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,9.7729319,0.021666667,66.528,-3022676.63,5511839.312,1075517.497,ROBOT,IGS / IGS Multi-GNSS,IGN,22016M001,INTERNAL,Nat'l Mapping and Resource Info. Authority,4
PRDS00CAN,CA,JAVAD TRE_3N DELTA,AOAD/M_T,NONE,GPS+GLO+GAL,50.8713,-114.2935,1247.9,-1659602.83,-3676725.75,4925493.59,ROBOT,IGS08 / IGS14 / IGS20 / IGS / RTS / IGS Multi-GNSS,CDDIS,40124M001,EXTERNAL H-MASER,Natural Resources Canada,2
PRE300ZAF,ZA,NOV OEM6,TPSCR.G5,TPSH,GPS,-25.74649444,28.22404444,1413.8,5066223.489,2719222.966,-2754406.543,ROBOT,IGS,CDDIS,30310S002,EXTERNAL CESIUM /RCVR1,National Geospatial-Intelligence Agency,3
PRE400ZAF,ZA,NOV OEM6,TPSCR.G5,TPSH,GPS,-25.74649444,28.22404444,1413.8,5066223.489,2719222.966,-2754406.543,ROBOT,IGS,CDDIS,30310S002,EXTERNAL CESIUM /RCVR2,National Geospatial-Intelligence Agency,3
PTAG00PHL,PH,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,14.535442,121.0407639,86.65,-3184318.607,5291065.565,1590418.272,ROBOT,IGS20 / IGS / IGS Multi-GNSS,IGN,22006M005,INTERNAL,Nat'l Mapping and Resource Info. Authority,2
PTBB00DEU,DE,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,52.29618889,10.45974444,130.2,3844060.11,709661.2,5023129.46,ROBOT,IGS / IGS Multi-GNSS,BKG,14234M001,EXTERNAL ACTIVE H-MASER,Bundesamt fuer Kartographie und Geodaesie+ Physikalisch-Technische Bundesanstalt,2
PTGG00PHL,PH,SEPT POLARX5,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,14.53540222,121.0412654,86.944,-3184365.633,5291038.885,1590414.082,ROBOT,IGS / IGS Multi-GNSS / RTS,IGN,22006M006,INTERNAL,Centre National d'Etudes Spatiales,2
